SalesOrderID,OrderDate,CustomerID,TerritoryID,SubTotal,TaxAmt,Freight,TotalDue
43690,2022-05-30 00:00:00,29533,3,1297.5901,124.2027,38.8133,1460.6061
43691,2022-05-30 00:00:00,29570,4,874.794,83.9802,26.2438,985.018
43692,2022-05-30 00:00:00,29992,4,38510.8973,3696.3979,1155.1244,43362.4196
43693,2022-05-30 00:00:00,29491,5,20541.4072,1969.5564,615.4864,23126.45
43694,2022-05-30 00:00:00,29549,5,20645.634,1978.3257,618.2268,23242.1865
43695,2022-05-30 00:00:00,29958,5,39373.781,3787.4632,1183.5823,44344.8265
43696,2022-05-30 00:00:00,29849,5,419.4589,40.2681,12.5838,472.3108
43697,2022-05-30 00:00:00,21768,6,3578.27,286.2616,89.4568,3953.9884
43698,2022-05-30 00:00:00,28389,7,3399.99,271.9992,84.9998,3756.989
43699,2022-05-30 00:00:00,25863,1,3399.99,271.9992,84.9998,3756.989
43700,2022-05-30 00:00:00,14501,4,699.0982,55.9279,17.4775,772.5036
43701,2022-05-30 00:00:00,11003,9,3399.99,271.9992,84.9998,3756.989
43702,2022-05-31 00:00:00,27645,4,3578.27,286.2616,89.4568,3953.9884
43703,2022-05-31 00:00:00,16624,9,3578.27,286.2616,89.4568,3953.9884
43704,2022-05-31 00:00:00,11005,9,3374.99,269.9992,84.3748,3729.364
43705,2022-05-31 00:00:00,11011,9,3399.99,271.9992,84.9998,3756.989
43706,2022-06-01 00:00:00,27621,4,3578.27,286.2616,89.4568,3953.9884
43707,2022-06-01 00:00:00,27616,4,3578.27,286.2616,89.4568,3953.9884
43708,2022-06-01 00:00:00,20042,10,699.0982,55.9279,17.4775,772.5036
43709,2022-06-01 00:00:00,16351,9,3578.27,286.2616,89.4568,3953.9884
43710,2022-06-01 00:00:00,16517,9,3578.27,286.2616,89.4568,3953.9884
43711,2022-06-02 00:00:00,27606,1,3578.27,286.2616,89.4568,3953.9884
43712,2022-06-02 00:00:00,13513,8,3578.27,286.2616,89.4568,3953.9884
43713,2022-06-03 00:00:00,27601,4,3578.27,286.2616,89.4568,3953.9884
43714,2022-06-03 00:00:00,13591,10,3578.27,286.2616,89.4568,3953.9884
43715,2022-06-03 00:00:00,16483,9,3578.27,286.2616,89.4568,3953.9884
43716,2022-06-03 00:00:00,16529,9,3578.27,286.2616,89.4568,3953.9884
43717,2022-06-03 00:00:00,25249,9,699.0982,55.9279,17.4775,772.5036
43718,2022-06-04 00:00:00,27668,1,3578.27,286.2616,89.4568,3953.9884
43719,2022-06-04 00:00:00,27612,4,3578.27,286.2616,89.4568,3953.9884
43720,2022-06-04 00:00:00,13264,8,3578.27,286.2616,89.4568,3953.9884
43721,2022-06-04 00:00:00,13590,10,3578.27,286.2616,89.4568,3953.9884
43722,2022-06-05 00:00:00,13581,10,3578.27,286.2616,89.4568,3953.9884
43723,2022-06-05 00:00:00,14520,1,699.0982,55.9279,17.4775,772.5036
43724,2022-06-05 00:00:00,16520,9,3578.27,286.2616,89.4568,3953.9884
43725,2022-06-06 00:00:00,13258,8,3578.27,286.2616,89.4568,3953.9884
43726,2022-06-06 00:00:00,14560,4,699.0982,55.9279,17.4775,772.5036
43727,2022-06-06 00:00:00,16607,9,3578.27,286.2616,89.4568,3953.9884
43728,2022-06-07 00:00:00,27666,4,3578.27,286.2616,89.4568,3953.9884
43729,2022-06-07 00:00:00,11238,10,3399.99,271.9992,84.9998,3756.989
43730,2022-06-07 00:00:00,25861,4,3399.99,271.9992,84.9998,3756.989
43731,2022-06-07 00:00:00,16629,9,3578.27,286.2616,89.4568,3953.9884
43732,2022-06-07 00:00:00,11025,9,3374.99,269.9992,84.3748,3729.364
43733,2022-06-07 00:00:00,27577,1,3578.27,286.2616,89.4568,3953.9884
43734,2022-06-08 00:00:00,27604,1,3578.27,286.2616,89.4568,3953.9884
43735,2022-06-08 00:00:00,16522,9,3578.27,286.2616,89.4568,3953.9884
43736,2022-06-08 00:00:00,11002,9,3399.99,271.9992,84.9998,3756.989
43737,2022-06-09 00:00:00,13261,8,3578.27,286.2616,89.4568,3953.9884
43738,2022-06-09 00:00:00,11606,7,3578.27,286.2616,89.4568,3953.9884
43739,2022-06-09 00:00:00,13563,10,3578.27,286.2616,89.4568,3953.9884
43740,2022-06-09 00:00:00,16527,9,3578.27,286.2616,89.4568,3953.9884
43741,2022-06-10 00:00:00,27671,1,3578.27,286.2616,89.4568,3953.9884
43742,2022-06-10 00:00:00,13576,10,3578.27,286.2616,89.4568,3953.9884
43743,2022-06-10 00:00:00,11007,9,3399.99,271.9992,84.9998,3756.989
43744,2022-06-10 00:00:00,16631,9,3578.27,286.2616,89.4568,3953.9884
43745,2022-06-11 00:00:00,16514,9,3578.27,286.2616,89.4568,3953.9884
43746,2022-06-11 00:00:00,16616,9,3578.27,286.2616,89.4568,3953.9884
43747,2022-06-12 00:00:00,27623,4,3578.27,286.2616,89.4568,3953.9884
43748,2022-06-12 00:00:00,27625,1,3578.27,286.2616,89.4568,3953.9884
43749,2022-06-12 00:00:00,27636,1,3578.27,286.2616,89.4568,3953.9884
43750,2022-06-12 00:00:00,11591,7,3578.27,286.2616,89.4568,3953.9884
43751,2022-06-12 00:00:00,11592,7,3578.27,286.2616,89.4568,3953.9884
43752,2022-06-12 00:00:00,13265,8,3578.27,286.2616,89.4568,3953.9884
43753,2022-06-12 00:00:00,16482,9,3578.27,286.2616,89.4568,3953.9884
43754,2022-06-13 00:00:00,27617,1,3578.27,286.2616,89.4568,3953.9884
43755,2022-06-13 00:00:00,27670,4,3578.27,286.2616,89.4568,3953.9884
43756,2022-06-13 00:00:00,19941,10,699.0982,55.9279,17.4775,772.5036
43757,2022-06-13 00:00:00,11017,9,3374.99,269.9992,84.3748,3729.364
43758,2022-06-14 00:00:00,27646,4,3578.27,286.2616,89.4568,3953.9884
43759,2022-06-14 00:00:00,13257,8,3578.27,286.2616,89.4568,3953.9884
43760,2022-06-14 00:00:00,16352,9,3578.27,286.2616,89.4568,3953.9884
43761,2022-06-14 00:00:00,16493,9,3578.27,286.2616,89.4568,3953.9884
43762,2022-06-15 00:00:00,27578,4,3578.27,286.2616,89.4568,3953.9884
43763,2022-06-15 00:00:00,16525,9,3578.27,286.2616,89.4568,3953.9884
43764,2022-06-15 00:00:00,16612,9,3578.27,286.2616,89.4568,3953.9884
43765,2022-06-15 00:00:00,11010,9,3399.99,271.9992,84.9998,3756.989
43766,2022-06-16 00:00:00,16518,9,3578.27,286.2616,89.4568,3953.9884
43767,2022-06-16 00:00:00,11001,9,3374.99,269.9992,84.3748,3729.364
43768,2022-06-17 00:00:00,27649,1,3578.27,286.2616,89.4568,3953.9884
43769,2022-06-17 00:00:00,21659,6,3578.27,286.2616,89.4568,3953.9884
43770,2022-06-17 00:00:00,27614,1,3578.27,286.2616,89.4568,3953.9884
43771,2022-06-17 00:00:00,14559,4,699.0982,55.9279,17.4775,772.5036
43772,2022-06-17 00:00:00,16524,9,3578.27,286.2616,89.4568,3953.9884
43773,2022-06-17 00:00:00,16526,9,3578.27,286.2616,89.4568,3953.9884
43774,2022-06-17 00:00:00,16348,9,3578.27,286.2616,89.4568,3953.9884
43775,2022-06-17 00:00:00,11027,9,3399.99,271.9992,84.9998,3756.989
43776,2022-06-18 00:00:00,13260,8,3578.27,286.2616,89.4568,3953.9884
43777,2022-06-18 00:00:00,16515,9,3578.27,286.2616,89.4568,3953.9884
43778,2022-06-18 00:00:00,11018,9,3399.99,271.9992,84.9998,3756.989
43779,2022-06-18 00:00:00,25252,9,699.0982,55.9279,17.4775,772.5036
43780,2022-06-19 00:00:00,11599,7,3578.27,286.2616,89.4568,3953.9884
43781,2022-06-19 00:00:00,16495,9,3578.27,286.2616,89.4568,3953.9884
43782,2022-06-19 00:00:00,16516,9,3578.27,286.2616,89.4568,3953.9884
43783,2022-06-19 00:00:00,16620,9,3578.27,286.2616,89.4568,3953.9884
43784,2022-06-20 00:00:00,27667,4,3578.27,286.2616,89.4568,3953.9884
43785,2022-06-20 00:00:00,11601,7,3578.27,286.2616,89.4568,3953.9884
43786,2022-06-20 00:00:00,11607,7,3578.27,286.2616,89.4568,3953.9884
43787,2022-06-20 00:00:00,29385,8,3399.99,271.9992,84.9998,3756.989
43788,2022-06-20 00:00:00,11239,10,3374.99,269.9992,84.3748,3729.364
43789,2022-06-20 00:00:00,25865,1,3374.99,269.9992,84.3748,3729.364
43790,2022-06-20 00:00:00,25857,1,3399.99,271.9992,84.9998,3756.989
43791,2022-06-20 00:00:00,16484,9,3578.27,286.2616,89.4568,3953.9884
43792,2022-06-20 00:00:00,16623,9,3578.27,286.2616,89.4568,3953.9884
43793,2022-06-20 00:00:00,11000,9,3399.99,271.9992,84.9998,3756.989
43794,2022-06-20 00:00:00,11029,9,3399.99,271.9992,84.9998,3756.989
43795,2022-06-21 00:00:00,27615,4,3578.27,286.2616,89.4568,3953.9884
43796,2022-06-21 00:00:00,17956,7,699.0982,55.9279,17.4775,772.5036
43797,2022-06-21 00:00:00,16345,9,3578.27,286.2616,89.4568,3953.9884
43798,2022-06-21 00:00:00,16521,9,3578.27,286.2616,89.4568,3953.9884
43799,2022-06-21 00:00:00,16636,9,3578.27,286.2616,89.4568,3953.9884
43800,2022-06-22 00:00:00,21710,6,3578.27,286.2616,89.4568,3953.9884
43801,2022-06-22 00:00:00,13583,10,3578.27,286.2616,89.4568,3953.9884
43802,2022-06-22 00:00:00,11593,7,3578.27,286.2616,89.4568,3953.9884
43803,2022-06-23 00:00:00,21741,6,3578.27,286.2616,89.4568,3953.9884
43804,2022-06-23 00:00:00,13585,10,3578.27,286.2616,89.4568,3953.9884
43805,2022-06-23 00:00:00,14510,1,699.0982,55.9279,17.4775,772.5036
43806,2022-06-23 00:00:00,16523,9,3578.27,286.2616,89.4568,3953.9884
43807,2022-06-24 00:00:00,11611,7,3578.27,286.2616,89.4568,3953.9884
43808,2022-06-24 00:00:00,13259,8,3578.27,286.2616,89.4568,3953.9884
43809,2022-06-24 00:00:00,16350,9,3578.27,286.2616,89.4568,3953.9884
43810,2022-06-24 00:00:00,11004,9,3399.99,271.9992,84.9998,3756.989
43811,2022-06-24 00:00:00,11026,9,3399.99,271.9992,84.9998,3756.989
43812,2022-06-25 00:00:00,27662,4,3578.27,286.2616,89.4568,3953.9884
43813,2022-06-25 00:00:00,28390,7,3374.99,269.9992,84.3748,3729.364
43814,2022-06-25 00:00:00,25866,1,3374.99,269.9992,84.3748,3729.364
43815,2022-06-25 00:00:00,16494,9,3578.27,286.2616,89.4568,3953.9884
43816,2022-06-25 00:00:00,16496,9,3578.27,286.2616,89.4568,3953.9884
43817,2022-06-25 00:00:00,16519,9,3578.27,286.2616,89.4568,3953.9884
43818,2022-06-25 00:00:00,16528,9,3578.27,286.2616,89.4568,3953.9884
43819,2022-06-25 00:00:00,11006,9,3399.99,271.9992,84.9998,3756.989
43820,2022-06-26 00:00:00,27651,4,3578.27,286.2616,89.4568,3953.9884
43821,2022-06-26 00:00:00,27663,4,3578.27,286.2616,89.4568,3953.9884
43822,2022-06-26 00:00:00,27669,4,3578.27,286.2616,89.4568,3953.9884
43823,2022-06-26 00:00:00,19942,10,699.0982,55.9279,17.4775,772.5036
43824,2022-06-26 00:00:00,14558,1,699.0982,55.9279,17.4775,772.5036
43825,2022-06-26 00:00:00,16349,9,3578.27,286.2616,89.4568,3953.9884
43826,2022-06-26 00:00:00,11008,9,3374.99,269.9992,84.3748,3729.364
43827,2022-06-26 00:00:00,25250,9,699.0982,55.9279,17.4775,772.5036
43828,2022-06-27 00:00:00,27605,1,3578.27,286.2616,89.4568,3953.9884
43829,2022-06-27 00:00:00,27611,4,3578.27,286.2616,89.4568,3953.9884
43830,2022-06-27 00:00:00,16347,9,3578.27,286.2616,89.4568,3953.9884
43831,2022-06-27 00:00:00,11028,9,3374.99,269.9992,84.3748,3729.364
43832,2022-06-27 00:00:00,13584,10,3578.27,286.2616,89.4568,3953.9884
43833,2022-06-28 00:00:00,21727,6,3578.27,286.2616,89.4568,3953.9884
43834,2022-06-28 00:00:00,28393,7,3374.99,269.9992,84.3748,3729.364
43835,2022-06-28 00:00:00,19802,6,3374.99,269.9992,84.3748,3729.364
43836,2022-06-28 00:00:00,26620,6,699.0982,55.9279,17.4775,772.5036
43837,2022-06-28 00:00:00,11009,9,3374.99,269.9992,84.3748,3729.364
43838,2022-06-29 00:00:00,27641,4,3578.27,286.2616,89.4568,3953.9884
43839,2022-06-29 00:00:00,27673,1,3578.27,286.2616,89.4568,3953.9884
43840,2022-06-29 00:00:00,17957,7,699.0982,55.9279,17.4775,772.5036
43841,2022-06-29 00:00:00,13406,8,3578.27,286.2616,89.4568,3953.9884
43842,2022-06-29 00:00:00,16630,9,3578.27,286.2616,89.4568,3953.9884
43843,2022-06-30 00:00:00,29955,3,32940.1556,3174.1988,991.9371,37106.2915
43844,2022-06-30 00:00:00,29620,6,20249.94,1943.9942,607.4982,22801.4324
43845,2022-06-30 00:00:00,29888,5,8580.0739,823.6669,257.3959,9661.1367
43846,2022-06-30 00:00:00,29548,6,919.5201,90.6637,28.3324,1038.5162
43847,2022-06-30 00:00:00,29539,6,908.8209,86.9292,27.1654,1022.9155
43848,2022-06-30 00:00:00,29717,1,18269.946,1753.9148,548.0984,20571.9592
43849,2022-06-30 00:00:00,29818,1,20544.7015,1969.9765,615.6177,23130.2957
43850,2022-06-30 00:00:00,29892,6,10183.7952,982.9377,307.168,11473.9009
43851,2022-06-30 00:00:00,29509,2,6783.7679,651.4975,203.593,7638.8584
43852,2022-06-30 00:00:00,29855,6,2024.994,194.3994,60.7498,2280.1432
43853,2022-06-30 00:00:00,29813,6,26354.922,2530.0725,790.6477,29675.6422
43854,2022-06-30 00:00:00,29988,6,1749.588,167.9604,52.4876,1970.036
43855,2022-06-30 00:00:00,29946,6,10993.3516,1058.7224,330.8508,12382.9248
43856,2022-06-30 00:00:00,29680,6,2036.394,195.3874,61.0586,2292.84
43857,2022-06-30 00:00:00,30074,6,7186.5371,689.052,215.3287,8090.9178
43858,2022-06-30 00:00:00,29961,2,13694.3494,1317.0672,411.5835,15423.0001
43859,2022-06-30 00:00:00,29865,4,3911.5991,375.2443,117.2639,4404.1073
43860,2022-06-30 00:00:00,29773,1,10993.3942,1057.2843,330.4013,12381.0798
43861,2022-06-30 00:00:00,29749,5,23401.1062,2244.4088,701.3777,26346.8927
43862,2022-06-30 00:00:00,29945,5,31000.7804,2987.8703,933.7095,34922.3602
43863,2022-06-30 00:00:00,29764,4,1718.8983,164.9658,51.5518,1935.4159
43864,2022-06-30 00:00:00,30056,4,38474.3572,3703.8969,1157.4678,43335.7219
43865,2022-06-30 00:00:00,30117,4,13196.0548,1268.2589,396.3309,14860.6446
43866,2022-06-30 00:00:00,29571,1,4076.388,391.2268,122.2584,4589.8732
43867,2022-06-30 00:00:00,29582,1,32673.0446,3149.2911,984.1535,36806.4892
43868,2022-06-30 00:00:00,30042,6,2146.962,206.1084,64.4089,2417.4793
43869,2022-06-30 00:00:00,30107,1,49193.9864,4734.607,1479.5647,55408.1581
43870,2022-06-30 00:00:00,29675,2,4316.9864,413.6232,129.2572,4859.8668
43871,2022-06-30 00:00:00,30076,3,9398.8972,899.949,281.2341,10580.0803
43872,2022-06-30 00:00:00,30100,4,11584.459,1110.9858,347.1831,13042.6279
43873,2022-06-30 00:00:00,29703,4,41250.4391,3973.725,1241.789,46465.9531
43874,2022-06-30 00:00:00,29569,3,419.4589,40.2681,12.5838,472.3108
43875,2022-06-30 00:00:00,29624,5,121761.9396,11871.5033,3709.8448,137343.2877
43876,2022-06-30 00:00:00,30091,2,7135.2649,686.9474,214.6711,8036.8834
43877,2022-06-30 00:00:00,29925,1,20628.5745,1977.1163,617.8489,23223.5397
43878,2022-06-30 00:00:00,29664,2,4079.988,391.6788,122.3996,4594.0664
43879,2022-06-30 00:00:00,29510,6,21718.7639,2087.8858,652.4643,24459.114
43880,2022-06-30 00:00:00,29789,6,15479.55,1488.4458,465.1393,17433.1351
43881,2022-06-30 00:00:00,30111,3,38816.8056,3725.7234,1164.2885,43706.8175
43882,2022-06-30 00:00:00,29558,6,2024.994,194.3994,60.7498,2280.1432
43883,2022-06-30 00:00:00,29724,2,18320.6894,1763.0175,550.943,20634.6499
43884,2022-06-30 00:00:00,29861,3,115696.3313,11215.3536,3504.798,130416.4829
43885,2022-06-30 00:00:00,29757,4,68.4,5.928,1.8525,76.1805
43886,2022-06-30 00:00:00,29698,6,17358.0101,1664.9942,520.3107,19543.315
43887,2022-06-30 00:00:00,29493,5,419.4589,40.2681,12.5838,472.3108
43888,2022-06-30 00:00:00,29794,6,14432.8174,1388.4649,433.8953,16255.1776
43889,2022-06-30 00:00:00,29830,6,2082.6748,199.3984,62.312,2344.3852
43890,2022-06-30 00:00:00,29515,6,75191.9599,7234.307,2260.7209,84686.9878
43891,2022-06-30 00:00:00,29807,6,32569.104,3126.3148,976.9734,36672.3922
43892,2022-06-30 00:00:00,29716,4,16544.5461,1587.1682,495.9901,18627.7044
43893,2022-06-30 00:00:00,29905,6,419.4589,40.2681,12.5838,472.3108
43894,2022-06-30 00:00:00,30004,1,32492.604,3118.7048,974.5952,36585.904
43895,2022-06-30 00:00:00,29742,1,32459.9278,3121.4886,975.4652,36556.8816
43896,2022-06-30 00:00:00,29866,4,4345.8268,416.1227,130.0383,4891.9878
43897,2022-06-30 00:00:00,29522,4,51235.0091,4912.9311,1535.291,57683.2312
43898,2022-06-30 00:00:00,29705,6,50948.9161,4908.5808,1533.9315,57391.4284
43899,2022-06-30 00:00:00,29906,3,11942.5965,1147.8551,358.7047,13449.1563
43900,2022-06-30 00:00:00,29880,5,34628.298,3323.6782,1038.6494,38990.6256
43901,2022-06-30 00:00:00,29901,4,22717.5954,2177.0702,680.3344,25575
43902,2022-06-30 00:00:00,29507,5,52803.4477,5091.7865,1591.1833,59486.4175
43903,2022-06-30 00:00:00,29968,5,20.1865,1.6149,0.5047,22.3061
43904,2022-06-30 00:00:00,30095,4,11361.2706,1093.5814,341.7442,12796.5962
43905,2022-06-30 00:00:00,29846,5,9880.2666,950.9438,297.1699,11128.3803
43906,2022-06-30 00:00:00,29523,4,32971.323,3162.1366,988.1677,37121.6273
43907,2022-06-30 00:00:00,29791,2,14660.3024,1407.7759,439.93,16508.0083
43908,2022-06-30 00:00:00,29731,2,2561.5408,246.3213,76.9754,2884.8375
43909,2022-06-30 00:00:00,29787,1,25493.3215,2461.1244,769.1014,28723.5473
43910,2022-06-30 00:00:00,29963,5,19411.9336,1867.3968,583.5615,21862.8919
43911,2022-06-30 00:00:00,29617,1,19734.8665,1896.6545,592.7045,22224.2255
43912,2022-06-30 00:00:00,29853,4,13078.2699,1258.9537,393.423,14730.6466
43913,2022-06-30 00:00:00,29774,4,36724.0974,3522.2975,1100.718,41347.1129
43914,2022-06-30 00:00:00,29521,1,8152.776,782.4537,244.5168,9179.7465
43915,2022-06-30 00:00:00,29688,3,4049.988,388.7988,121.4996,4560.2864
43916,2022-06-30 00:00:00,29511,3,39450.7884,3788.8057,1184.0018,44423.5959
43917,2022-06-30 00:00:00,29885,1,21356.1593,2050.8186,640.8808,24047.8587
43918,2022-06-30 00:00:00,22041,6,3578.27,286.2616,89.4568,3953.9884
43919,2022-06-30 00:00:00,12124,7,3578.27,286.2616,89.4568,3953.9884
43920,2022-06-30 00:00:00,28066,4,3578.27,286.2616,89.4568,3953.9884
43921,2022-06-30 00:00:00,16743,9,3578.27,286.2616,89.4568,3953.9884
43922,2022-06-30 00:00:00,13546,8,3578.27,286.2616,89.4568,3953.9884
43923,2022-07-01 00:00:00,28018,4,3578.27,286.2616,89.4568,3953.9884
43924,2022-07-01 00:00:00,12132,7,3578.27,286.2616,89.4568,3953.9884
43925,2022-07-01 00:00:00,16661,9,3578.27,286.2616,89.4568,3953.9884
43926,2022-07-02 00:00:00,11055,9,3374.99,269.9992,84.3748,3729.364
43927,2022-07-02 00:00:00,16662,9,3578.27,286.2616,89.4568,3953.9884
43928,2022-07-02 00:00:00,16740,9,3578.27,286.2616,89.4568,3953.9884
43929,2022-07-02 00:00:00,25270,9,699.0982,55.9279,17.4775,772.5036
43930,2022-07-03 00:00:00,28038,4,3578.27,286.2616,89.4568,3953.9884
43931,2022-07-03 00:00:00,13548,8,3578.27,286.2616,89.4568,3953.9884
43932,2022-07-03 00:00:00,16741,9,3578.27,286.2616,89.4568,3953.9884
43933,2022-07-03 00:00:00,11031,9,3399.99,271.9992,84.9998,3756.989
43934,2022-07-03 00:00:00,11034,9,3399.99,271.9992,84.9998,3756.989
43935,2022-07-04 00:00:00,20048,10,699.0982,55.9279,17.4775,772.5036
43936,2022-07-04 00:00:00,28065,4,3578.27,286.2616,89.4568,3953.9884
43937,2022-07-04 00:00:00,17047,9,3578.27,286.2616,89.4568,3953.9884
43938,2022-07-04 00:00:00,16686,9,3578.27,286.2616,89.4568,3953.9884
43939,2022-07-04 00:00:00,16659,9,3578.27,286.2616,89.4568,3953.9884
43940,2022-07-04 00:00:00,25294,9,699.0982,55.9279,17.4775,772.5036
43941,2022-07-05 00:00:00,13600,10,3578.27,286.2616,89.4568,3953.9884
43942,2022-07-05 00:00:00,17051,9,3578.27,286.2616,89.4568,3953.9884
43943,2022-07-05 00:00:00,14565,4,699.0982,55.9279,17.4775,772.5036
43944,2022-07-05 00:00:00,11054,9,3399.99,271.9992,84.9998,3756.989
43945,2022-07-05 00:00:00,16675,9,3578.27,286.2616,89.4568,3953.9884
43946,2022-07-05 00:00:00,16687,9,3578.27,286.2616,89.4568,3953.9884
43947,2022-07-05 00:00:00,16712,9,3578.27,286.2616,89.4568,3953.9884
43948,2022-07-05 00:00:00,11047,9,3399.99,271.9992,84.9998,3756.989
43949,2022-07-06 00:00:00,27726,4,3578.27,286.2616,89.4568,3953.9884
43950,2022-07-06 00:00:00,28014,4,3578.27,286.2616,89.4568,3953.9884
43951,2022-07-06 00:00:00,16696,9,3578.27,286.2616,89.4568,3953.9884
43952,2022-07-06 00:00:00,16639,9,3578.27,286.2616,89.4568,3953.9884
43953,2022-07-07 00:00:00,20049,10,699.0982,55.9279,17.4775,772.5036
43954,2022-07-07 00:00:00,13602,10,3578.27,286.2616,89.4568,3953.9884
43955,2022-07-07 00:00:00,13661,10,3578.27,286.2616,89.4568,3953.9884
43956,2022-07-07 00:00:00,11030,9,3399.99,271.9992,84.9998,3756.989
43957,2022-07-08 00:00:00,28068,4,3578.27,286.2616,89.4568,3953.9884
43958,2022-07-08 00:00:00,16658,9,3578.27,286.2616,89.4568,3953.9884
43959,2022-07-08 00:00:00,11035,9,3374.99,269.9992,84.3748,3729.364
43960,2022-07-08 00:00:00,11046,9,3374.99,269.9992,84.3748,3729.364
43961,2022-07-09 00:00:00,28031,4,3578.27,286.2616,89.4568,3953.9884
43962,2022-07-09 00:00:00,28076,4,3578.27,286.2616,89.4568,3953.9884
43963,2022-07-09 00:00:00,16685,9,3578.27,286.2616,89.4568,3953.9884
43964,2022-07-09 00:00:00,16745,9,3578.27,286.2616,89.4568,3953.9884
43965,2022-07-09 00:00:00,11038,9,3374.99,269.9992,84.3748,3729.364
43966,2022-07-09 00:00:00,11039,9,3399.99,271.9992,84.9998,3756.989
43967,2022-07-10 00:00:00,28040,1,3578.27,286.2616,89.4568,3953.9884
43968,2022-07-10 00:00:00,28067,4,3578.27,286.2616,89.4568,3953.9884
43969,2022-07-10 00:00:00,28071,4,3578.27,286.2616,89.4568,3953.9884
43970,2022-07-10 00:00:00,16684,9,3578.27,286.2616,89.4568,3953.9884
43971,2022-07-10 00:00:00,16657,9,3578.27,286.2616,89.4568,3953.9884
43972,2022-07-11 00:00:00,21939,6,3578.27,286.2616,89.4568,3953.9884
43973,2022-07-11 00:00:00,28039,4,3578.27,286.2616,89.4568,3953.9884
43974,2022-07-11 00:00:00,13687,10,3578.27,286.2616,89.4568,3953.9884
43975,2022-07-11 00:00:00,13540,8,3578.27,286.2616,89.4568,3953.9884
43976,2022-07-11 00:00:00,28063,4,3578.27,286.2616,89.4568,3953.9884
43977,2022-07-11 00:00:00,16703,9,3578.27,286.2616,89.4568,3953.9884
43978,2022-07-12 00:00:00,28030,1,3578.27,286.2616,89.4568,3953.9884
43979,2022-07-12 00:00:00,14576,1,699.0982,55.9279,17.4775,772.5036
43980,2022-07-12 00:00:00,11048,9,3374.99,269.9992,84.3748,3729.364
43981,2022-07-12 00:00:00,16664,9,3578.27,286.2616,89.4568,3953.9884
43982,2022-07-12 00:00:00,25271,9,699.0982,55.9279,17.4775,772.5036
43983,2022-07-13 00:00:00,28017,1,3578.27,286.2616,89.4568,3953.9884
43984,2022-07-13 00:00:00,13545,8,3578.27,286.2616,89.4568,3953.9884
43985,2022-07-13 00:00:00,13515,8,3578.27,286.2616,89.4568,3953.9884
43986,2022-07-13 00:00:00,28070,4,3578.27,286.2616,89.4568,3953.9884
43987,2022-07-14 00:00:00,28042,4,3578.27,286.2616,89.4568,3953.9884
